Eigvals,16,,,,,,,,,,,,,,,
16.32950582,16.16880709,0.3974095215,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
Proportion explained,16,,,,,,,,,,,,,,,
0.4964021038,0.4915170087,0.01208088749,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Site,16,16,,,,,,,,,,,,,,
WT1_R3TK43_d0_STOOL,-0.289681481,0.9108831756,-0.004599826752,0,0,0,0,0,0,0,0,0,0,0,0,0
WT1_R3TK43_d7_STOOL,-0.544979651,1.594835845,0.02251910473,0,0,0,0,0,0,0,0,0,0,0,0,0
WT2_L1TK28_d0_STOOL,-0.4568762118,-1.686240237,0.09029605086,0,0,0,0,0,0,0,0,0,0,0,0,0
WT2_L1TK28_D7_STOOL,-0.4777738461,-1.347771034,0.006149906158,0,0,0,0,0,0,0,0,0,0,0,0,0
WT3_L1TK41_d0_STOOL,-0.6193188885,0.1621767397,0.2326009613,0,0,0,0,0,0,0,0,0,0,0,0,0
WT3_L1TK41_d7_STOOL,-0.8260444501,0.66758566,0.09448411818,0,0,0,0,0,0,0,0,0,0,0,0,0
WT4_R1TK44_d0_STOOL,1.084789719,-0.818983885,0.0004886921974,0,0,0,0,0,0,0,0,0,0,0,0,0
WT4_R1TK44_d7_STOOL,0.4031011716,0.3405218063,0.09484949926,0,0,0,0,0,0,0,0,0,0,0,0,0
KO1_R3L1TK43_d0_STOOL,-0.00185465208,-0.05380028997,0.02427884208,0,0,0,0,0,0,0,0,0,0,0,0,0
KO1_R3L1TK43_d7_STOOL,-2.085391711,0.05328266582,-0.4677576711,0,0,0,0,0,0,0,0,0,0,0,0,0
KO2_R1R3TK28_d0_STOOL,-0.6398908538,-1.776148104,0.1005648155,0,0,0,0,0,0,0,0,0,0,0,0,0
KO2_R1R3TK28_d7_STOOL,-0.3278520891,0.04049135449,0.09321775539,0,0,0,0,0,0,0,0,0,0,0,0,0
KO3_L3TK40_d0_STOOL,0.3217761735,1.24416081,0.1175521579,0,0,0,0,0,0,0,0,0,0,0,0,0
KO3_L3TK40_d7_STOOL,2.044484758,0.3980543768,-0.111289832,0,0,0,0,0,0,0,0,0,0,0,0,0
KO4_TK44L1_d0_STOOL,1.928797965,-0.8574688602,-0.2146515842,0,0,0,0,0,0,0,0,0,0,0,0,0
KO4_TK44L1_d7_STOOL,0.4867140467,1.128419977,-0.07870298946,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,
