Eigvals,11,,,,,,,,,,
11.16460703,11.06673617,1.170913632,0,0,0,0,0,0,0,0,
,,,,,,,,,,,
Proportion explained,11,,,,,,,,,,
0.4770739467,0.4728918348,0.05003421851,0,0,0,0,0,0,0,0,
,,,,,,,,,,,
Species,0,0,,,,,,,,,
,,,,,,,,,,,
Site,11,11,,,,,,,,,
S191127.3.1.c,-1.298318405,-0.8935464074,0.08435794477,0,0,0,0,0,0,0,0
S191127.5.1.c,-0.1433914788,0.05569591478,-0.34189874,0,0,0,0,0,0,0,0
S191127.4.0.c,0.8836516087,-1.281547556,-0.1149126668,0,0,0,0,0,0,0,0
S191127.3.0.c,-0.9606826577,-1.100487568,-0.2048316258,0,0,0,0,0,0,0,0
S191127.5.2.c,-0.2640545851,1.498707313,-0.06371860836,0,0,0,0,0,0,0,0
S191127.5.0.c,-0.1714819815,1.582869797,-0.08943107918,0,0,0,0,0,0,0,0
S191127.4.1.c,2.061278306,-0.4158507038,0.08985535931,0,0,0,0,0,0,0,0
S191127.3.2.c,-1.158767123,-0.7991808322,-0.04983092423,0,0,0,0,0,0,0,0
S191127.4.2.c,1.394128543,-0.005030699635,-0.2333293595,0,0,0,0,0,0,0,0
S191127.5.3.c,-0.3468557591,1.359603945,-0.03211219082,0,0,0,0,0,0,0,0
S191127.3.3.c,0.00449353222,-0.001233202232,0.9558518905,0,0,0,0,0,0,0,0
,,,,,,,,,,,
Biplot,0,0,,,,,,,,,
,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,
