Eigvals,17,,,,,,,,,,,,,,,,
17.39014159,17.07738896,1.071793262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
Proportion explained,17,,,,,,,,,,,,,,,,
0.4893211159,0.4805209309,0.03015795314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Site,17,17,,,,,,,,,,,,,,,
SK56,-0.2835336641,-1.600682527,-0.1081611629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK57,-0.9788905929,-0.6614556204,0.0007048470797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK58,0.1403712404,-1.874027322,0.0386999287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK59,-0.9250834044,-0.9867008738,-0.04874162731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK60,-0.1835301635,-1.815153279,0.04520744892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK61,-0.9586315479,0.2679766956,0.06888766664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK62,-1.352015003,0.9274935224,-0.3763638593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK63,-0.8597568729,1.260469452,0.1121837068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK64,-1.212965619,1.20753772,-0.1685460932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK65,-0.5024278385,0.6804371693,0.3182688431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK66,0.2800813702,0.7438985732,-0.08686092391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK67,0.4485805645,0.5328904009,0.2126628305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK68,0.9626237633,0.6608428502,0.2908181602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK69,2.16625196,-0.04190095258,-0.3540096582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK70,1.659092479,0.5818797521,0.2922029521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK71,0.4118102554,-0.2839264258,0.3227542555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK72,1.188023074,0.4004208651,-0.5597073147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,
